Food_Name,Calories,Protein,Carbs,Fats,Food Category,Source
Soya Flour Cheela,582.0,35.0,36.0,33.0,Veg,NutritionCF
Tofu Tikka Saute In Green Chutney,449.0,29.0,15.0,29.0,Veg,NutritionCF
Soya Flour Cheela,310.0,9.0,20.0,22.0,Veg,NutritionCF
Avocado Toast 2,531.0,10.0,39.0,38.0,Veg,NutritionCF
Crispy Prawn Rolls,124.0,10.0,5.0,6.0,Non-veg,NutritionCF
Prawn Masala Dumpling,75.0,4.0,10.0,2.0,Non-veg,NutritionCF
Sesame Chicken Salad,274.0,27.0,17.0,9.0,Non-veg,NutritionCF
Fish Fingers (Grilled / Roasted ),512.0,27.0,51.0,19.0,Non-veg,NutritionCF
Prawn Cutlet,34.0,4.0,3.0,0.0,Non-veg,NutritionCF
Rice Milk,214.0,5.0,47.0,0.0,Veg,NutritionCF
Chicken Salami Salad,578.0,53.0,7.0,37.0,Non-veg,NutritionCF
Chicken Sausages Salad,593.0,54.0,10.0,37.0,Non-veg,NutritionCF
Chicken Salami Toast,138.0,8.0,20.0,2.0,Non-veg,NutritionCF
Sabudana Cutlet/Tikki,372.0,5.0,68.0,8.0,Veg,NutritionCF
Chicken Satay,473.0,35.0,9.0,34.0,Non-veg,NutritionCF
Coconut Chutney,60.0,1.3,4.9,4.4,Veg,NutritionCF
Sabudana Khichdi,156.0,3.0,22.0,5.0,Veg,NutritionCF
Sabudana Vada,32.0,0.0,3.0,2.0,Veg,NutritionCF
Masala Onion Salad,48.0,1.0,8.0,0.0,Veg,NutritionCF
"Bell Pepper, Onion & Tomato Vegetable",250.0,5.0,18.0,16.0,Veg,NutritionCF
Roasted Makhana (Foxnuts),139.0,5.0,28.0,1.0,Veg,NutritionCF
Hummus,349.0,13.0,30.0,18.0,Veg,NutritionCF
Almond Flour Wrap,640.0,23.0,23.0,53.0,Veg,NutritionCF
Oats Porridge,174.0,8.0,27.0,5.0,Veg,NutritionCF
Mix Nuts Raita,230.0,10.0,12.0,16.0,Veg,NutritionCF
Rajma Kebab,92.0,5.0,12.0,3.0,Veg,NutritionCF
Bhel (No Papri),935.0,21.0,196.0,5.0,Veg,NutritionCF
Veg Seeds Salad,288.0,14.0,23.0,15.0,Veg,NutritionCF
Steam Vegetable Salad,88.0,3.0,14.0,0.0,Veg,NutritionCF
Fruit & Nuts (Walnut & Almond) Salad,320.0,7.0,45.0,12.0,Veg,NutritionCF
Chicken Salad With Almond Honey Mustard Dressing,982.0,112.0,8.0,55.0,Non-veg,NutritionCF
Almond Soup,223.0,8.0,12.0,18.0,Veg,NutritionCF
Almond Mushroom Soup,192.0,8.0,7.0,15.0,Veg,NutritionCF
Oats Smoothie,224.0,9.0,36.0,6.0,Veg,NutritionCF
Smoothie (Almond Milk),192.0,4.0,39.0,5.0,Veg,NutritionCF
Kala Chana Soup,115.0,5.0,18.0,2.0,Veg,NutritionCF
Papaya Salad (Raw Papaya),255.0,4.0,9.0,22.0,Veg,NutritionCF
Pineapple & Spinach Salad,146.0,4.0,25.0,4.0,Veg,NutritionCF
Foxtail Millet Pulao,254.0,8.0,40.0,6.0,Veg,NutritionCF
Almond Flour Roti (20% Almond Flour + 80% Wheat Flour),385.0,11.0,48.0,17.0,Veg,NutritionCF
Almond Flour Roti (50% Almond Flour + 50% Oats Flour),340.0,10.0,33.0,20.0,Veg,NutritionCF
Almond Flour Roti (100% Almond Flour),33.0,1.0,1.0,0.0,Veg,NutritionCF
Almond Soup (With Almond Milk),328.0,16.0,22.0,21.0,Veg,NutritionCF
Almond Roti (50% Almond Flour And 50% Normal Atta),112.0,4.0,12.0,5.0,Veg,NutritionCF
Nuts And Seeds Salad,1385.0,40.0,28.0,125.0,Veg,NutritionCF
Coffee With Almond Milk (No Sugar),48.0,1.0,2.0,3.0,Veg,NutritionCF
Almond Flour Roti,149.0,4.0,4.0,13.0,Veg,NutritionCF
Cashew Milk,292.0,9.0,13.0,23.0,Veg,NutritionCF
Apple Walnut Salad,338.0,6.0,9.0,13.0,Veg,NutritionCF
Apple Stew,143.0,1.0,37.0,1.0,Veg,NutritionCF
Mixed Fruit Salad,222.0,3.0,48.0,1.0,Veg,NutritionCF
Chicken Minced Salad,114.0,1.0,9.0,8.0,Non-veg,NutritionCF
Papaya Shake With Almond Milk,78.0,2.0,3.0,7.0,Veg,NutritionCF
Broccoli Soup With Coconut Milk,191.0,1.0,14.0,15.0,Veg,NutritionCF
Apple Walnut Salad 2,375.0,5.0,12.0,35.0,Veg,NutritionCF
Roated Chickpeas,281.0,17.0,39.0,5.0,Veg,NutritionCF
Safed Matar With No Oil,179.0,10.0,33.0,0.0,Veg,NutritionCF
Safed Matar Masala (No Oil),33.0,1.0,6.0,0.0,Veg,NutritionCF
Coffee With Almond Milk,20.0,1.0,4.0,1.0,Veg,NutritionCF
Almonds And Walnut Raita,351.0,13.0,11.0,29.0,Veg,NutritionCF
Suji Halwa,365.0,6.0,85.0,1.0,Veg,NutritionCF
Baked Sweet Potatoes,574.0,4.0,75.0,27.0,Veg,NutritionCF
Bajra Cheela,113.0,3.0,17.0,4.0,Veg,NutritionCF
Rice Idli,66.0,2.0,13.0,0.0,Veg,NutritionCF
Non Veg Cutlet,233.0,19.0,12.0,11.0,Non-veg,NutritionCF
Quinoa Upma,345.0,13.0,43.0,13.0,Veg,NutritionCF
Barley (Jaw) Water,16.0,1.0,3.0,0.0,Veg,NutritionCF
Kari-Patta Saunf Ajawain Water,11.0,0.0,1.0,1.0,Veg,NutritionCF
Apple Shake,116.0,5.0,22.0,0.0,Veg,NutritionCF
Non Vegetarian Tacos,293.0,14.0,25.0,13.0,Non-veg,NutritionCF
Baked Potato,141.0,3.0,27.0,2.0,Veg,NutritionCF
Chick Pea Salad,196.0,8.0,18.0,10.0,Veg,NutritionCF
Jaw Cheela,184.0,5.0,31.0,4.0,Veg,NutritionCF
Lettuce Wrap (Tofu),183.0,2.0,15.0,5.0,Veg,NutritionCF
Oats Roastie,492.0,17.0,77.0,12.0,Veg,NutritionCF
Veg Entree (Roasted),222.0,3.0,13.0,15.0,Veg,NutritionCF
Chatpate Kale Masoor,366.0,2.0,20.0,31.0,Veg,NutritionCF
Veg Tacos,322.0,18.0,23.0,15.0,Veg,NutritionCF
Dal Cheela Wrap,471.0,29.0,68.0,7.0,Veg,NutritionCF
Chicken Lollipop,673.0,50.0,21.0,42.0,Non-veg,NutritionCF
Jeera Aloo,81.0,1.0,1.0,8.0,Veg,NutritionCF
Chicken Dumpling (Non Veg),232.0,22.0,4.0,14.0,Non-veg,NutritionCF
Tomato Rice (Brown Rice),566.0,14.0,105.0,7.0,Veg,NutritionCF
"Tomato, Beetroot, Amla & Pudina Juice",111.0,3.0,16.0,2.0,Veg,NutritionCF
Lemon Rice,927.0,22.0,184.0,9.0,Veg,NutritionCF
Chicken Korma,171.0,11.0,9.0,11.0,Non-veg,NutritionCF
Chicken With Staraniseed,529.0,41.0,63.0,10.0,Non-veg,NutritionCF
Quinoa,239.0,8.0,34.0,7.0,Veg,NutritionCF
Nutri Rice (Soyabean),1264.0,64.0,202.0,18.0,Veg,NutritionCF
Dhaniya Ajwain Water,12.0,1.0,1.0,1.0,Veg,NutritionCF
Dhaniya Water,13.0,1.0,1.0,1.0,Veg,NutritionCF
Detox Water,18.0,0.0,2.0,0.0,Veg,NutritionCF
Baked Chicken,81.0,7.0,0.0,6.0,Non-veg,NutritionCF
Bbq Chicken,248.0,22.0,1.0,17.0,Non-veg,NutritionCF
Carrot Beetroot Pudina Amla Juice,92.0,3.0,16.0,1.0,Veg,NutritionCF
Tabbouleh,350.0,7.0,39.0,16.0,Veg,NutritionCF
Lauki Cucumber Amla Lemon Juice,55.0,2.0,8.0,0.0,Veg,NutritionCF
Jowar Roti (100%),334.0,10.0,68.0,2.0,Veg,NutritionCF
Jowar Roti (50% Jawar 50% Wheat Atta),65.0,2.0,13.0,0.0,Veg,NutritionCF
Veg Kebab,440.0,19.0,74.0,7.0,Veg,NutritionCF
Egg Wrap,389.0,15.0,14.0,30.0,Eggetarian,NutritionCF
Falafel,185.0,2.0,7.0,16.0,Veg,NutritionCF
Brown Rice,89.0,2.0,19.0,0.0,Veg,NutritionCF
Boiled Rice,138.0,3.0,32.0,0.0,Veg,NutritionCF
Pyaazi Kebab,1455.0,109.0,57.0,87.0,Non-veg,NutritionCF
Ragi Roti (100%),101.0,2.0,21.0,1.0,Veg,NutritionCF
Makki Methi Roti,34.0,3.0,5.0,1.0,Veg,NutritionCF
Makki Mooli Roti,34.0,2.0,6.0,1.0,Veg,NutritionCF
Makki Roti,29.0,2.0,5.0,1.0,Veg,NutritionCF
Jeera-Kari-Patta Water,15.0,1.0,1.0,1.0,Veg,NutritionCF
Jeera Water,18.0,1.0,2.0,1.0,Veg,NutritionCF
Vegetable Cutlet,92.0,3.0,11.0,3.0,Veg,NutritionCF
Veg Grilled Salad,69.0,5.0,7.0,0.0,Veg,NutritionCF
Gluten Free Wrap (Rice Flour),582.0,8.0,97.0,16.0,Veg,NutritionCF
Palak Patta Chaat,698.0,30.0,86.0,23.0,Veg,NutritionCF
Veg Dalia(Broken Wheat),218.0,8.0,29.0,6.0,Veg,NutritionCF
Chana Dal Bada,508.0,25.0,71.0,15.0,Veg,NutritionCF
Channa Chat,191.0,8.0,33.0,2.0,Veg,NutritionCF
Chana Dal And Cabbage Tikki,63.0,1.0,3.0,5.0,Veg,NutritionCF
Rajma Tikki,132.0,5.0,16.0,5.0,Veg,NutritionCF
Masala Poori,356.0,8.0,53.0,11.0,Veg,NutritionCF
"Beetroot, Cucumber And Tomato Salad",88.0,7.0,11.0,1.0,Veg,NutritionCF
Lettuce Leaves & Papaya Salad,156.0,4.0,23.0,4.0,Veg,NutritionCF
Lettuce Wrapped Egg,44.0,4.0,3.0,2.0,Eggetarian,NutritionCF
Channa Salad (Black),480.0,30.0,68.0,6.0,Veg,NutritionCF
Jau Vegetable Dalia,70.0,2.0,7.0,4.0,Veg,NutritionCF
Rice Tofu Sizzler,110.0,4.0,12.0,5.0,Veg,NutritionCF
"Cherry, Blueberries & Bell Peppers Salad",63.0,1.0,23.0,1.0,Veg,NutritionCF
Rice Vegetable Sizzler,344.0,6.0,43.0,15.0,Veg,NutritionCF
Quesedilla,104.0,7.0,0.0,8.0,Veg,NutritionCF
Ragi Dosa,126.0,2.0,22.0,3.0,Veg,NutritionCF
Ragi Idli,296.0,11.0,55.0,4.0,Veg,NutritionCF
Lobia Chat,77.0,5.0,13.0,0.0,Veg,NutritionCF
Zucchini Salad,92.0,5.0,12.0,1.0,Veg,NutritionCF
Pita Bread (Wheat),413.0,14.0,78.0,4.0,Veg,NutritionCF
Bajra Khichadi,1374.0,49.0,231.0,23.0,Veg,NutritionCF
Ghiya Cucumber Juice,42.0,1.0,7.0,1.0,Veg,NutritionCF
Ghiya Cucumber Amla Juice,55.0,0.0,12.0,0.0,Veg,NutritionCF
Veg Basil Cup,77.0,2.0,2.0,5.0,Veg,NutritionCF
Boiled Aloo,59.0,2.0,12.0,0.0,Veg,NutritionCF
Boiled Shakarkandi,170.0,3.0,38.0,1.0,Veg,NutritionCF
Jeera Rice (Brown Rice),265.0,5.0,46.0,6.0,Veg,NutritionCF
Jeera Rice (Basmati Rice),263.0,5.0,47.0,5.0,Veg,NutritionCF
Stuffed Ragi Roti,339.0,8.0,64.0,3.0,Veg,NutritionCF
Plain Dosa,987.0,26.0,200.0,7.0,Veg,NutritionCF
Uttapam,80.0,2.0,15.0,1.0,Veg,NutritionCF
Ragi Wrap,241.0,4.0,32.0,9.0,Veg,NutritionCF
Bajra Methi Khakra,563.0,16.0,102.0,7.0,Veg,NutritionCF
Bajra Wrap,377.0,11.0,70.0,3.0,Veg,NutritionCF
Besan Dhokla,226.0,11.0,28.0,7.0,Veg,NutritionCF
Millets Dosa (Foxtail),97.0,1.0,4.0,9.0,Veg,NutritionCF
Methi Water,33.0,3.0,4.0,1.0,Veg,NutritionCF
Pudina Water,3.0,0.0,0.0,0.0,Veg,NutritionCF
Methi-Ajwain Water,12.0,1.0,1.0,0.0,Veg,NutritionCF
Chicken Kebab,102.0,6.0,5.0,6.0,Non-veg,NutritionCF
Kadha,69.0,1.0,11.0,1.0,Veg,NutritionCF
Lemon Tea,1.0,0.0,1.0,0.0,Veg,NutritionCF
Smoothie (In Milk),183.0,8.0,40.0,0.0,Veg,NutritionCF
Stuffed Bajara Roti,840.0,21.0,162.0,11.0,Veg,NutritionCF
Hara Masala Kebab (Spinach),77.0,1.0,6.0,5.0,Veg,NutritionCF
Chakhle'S Shami Kebab,18.0,1.0,3.0,0.0,Non-veg,NutritionCF
Chana Tikki (Kabuli Chana),261.0,12.0,33.0,9.0,Veg,NutritionCF
Lettuce Wrap Channa Tikki,466.0,24.0,71.0,11.0,Veg,NutritionCF
Millets Khichdi,442.0,21.0,69.0,6.0,Veg,NutritionCF
Aloo /Shakarkandi,79.0,1.0,19.0,0.0,Veg,NutritionCF
Sambar,120.0,1.0,14.0,7.0,Veg,NutritionCF
Aloo Tikki,279.0,2.0,32.0,15.0,Veg,NutritionCF
Almond Flour Cheela,757.0,19.0,48.0,55.0,Veg,NutritionCF
"Carrot, Bell Pepper, Broccoli, Cucumber, And Beetroot Salad",103.0,4.0,20.0,0.0,Veg,NutritionCF
Sprouts Salad,245.0,16.0,40.0,1.0,Veg,NutritionCF
Som Tam Green Papaya Salad,80.0,3.0,15.0,0.0,Veg,NutritionCF
"Strawberry , Orange Vegetable Salad",112.0,4.0,21.0,0.0,Veg,NutritionCF
Chicken Salad With Plums,263.0,25.0,17.0,9.0,Non-veg,NutritionCF
Boiled Chicken Salad,357.0,25.0,8.0,24.0,Non-veg,NutritionCF
Veg Soup,236.0,5.0,18.0,15.0,Veg,NutritionCF
Veg Shorba (No Dal),184.0,4.0,13.0,11.0,Veg,NutritionCF
Jowar Cheela,302.0,4.0,31.0,16.0,Veg,NutritionCF
Non-Vegetarian Tacos,79.0,1.0,1.0,8.0,Non-veg,NutritionCF
Gravy Chicken,237.0,9.0,8.0,17.0,Non-veg,NutritionCF
Amaranth Flour Cheela,323.0,10.0,60.0,3.0,Veg,NutritionCF
Shredded Chicken Wrapped (Wrap),959.0,75.0,65.0,45.0,Non-veg,NutritionCF
Masoor Dal,217.0,11.0,31.0,4.0,Veg,NutritionCF
Mattar Ki Sabzi,305.0,14.0,16.0,18.0,Veg,NutritionCF
Apple And Sprouts Salad,150.0,6.0,24.0,4.0,Veg,NutritionCF
Caesar Salad,116.0,6.0,12.0,5.0,Veg,NutritionCF
Tomato & Cucumber Salad,232.0,11.0,12.0,16.0,Veg,NutritionCF
Potato Salad,994.0,45.0,141.0,25.0,Veg,NutritionCF
Avocado Salad,492.0,15.0,15.0,42.0,Veg,NutritionCF
Veg & Fruit Salad,476.0,15.0,51.0,23.0,Veg,NutritionCF
Quinoa Salad,244.0,9.0,40.0,3.0,Veg,NutritionCF
Millets Salad,71.0,2.0,14.0,1.0,Veg,NutritionCF
Soya Wheat Bran Roti (50% Wheat Bran & 50% Soya Flour),503.0,30.0,66.0,12.0,Veg,NutritionCF
Risotto With Additional Dressing(Corn),83.0,3.0,15.0,0.0,Veg,NutritionCF
Herbal Tea,0.0,0.0,0.0,0.0,Veg,NutritionCF
Non-Veg Soup,470.0,30.0,54.0,12.0,Non-veg,NutritionCF
Oats Poha,255.0,9.0,38.0,7.0,Veg,NutritionCF
Non-Veg Platter (Chicken),73.0,7.0,5.0,3.0,Non-veg,NutritionCF
Multigrain Paratha,448.0,16.0,74.0,10.0,Veg,NutritionCF
Methi Thepla,76.0,33.0,174.0,10.0,Veg,NutritionCF
Baba Ganoush With Hummus,243.0,7.0,11.0,17.0,Veg,NutritionCF
Aloo Curry,490.0,8.0,75.0,16.0,Veg,NutritionCF
Kale Chips,39.0,2.0,5.0,2.0,Veg,NutritionCF
Jau Wrap,591.0,17.0,99.0,12.0,Veg,NutritionCF
Jawar Wrap,112.0,3.0,18.0,0.0,Veg,NutritionCF
Grilled Pineapple/ Apple,7.0,0.0,2.0,0.0,Veg,NutritionCF
Mixed Veg Soup,130.0,5.0,24.0,0.0,Veg,NutritionCF
Veg Clear Soup,179.0,6.0,18.0,10.0,Veg,NutritionCF
Soupy Noodles,96.0,5.0,18.0,0.0,Veg,NutritionCF
Spinach Soup,98.0,3.0,16.0,0.0,Veg,NutritionCF
Sweet Corn Kernels,96.0,2.0,17.0,0.0,Veg,NutritionCF
Vegetable Oats Soup,194.0,6.0,35.0,2.0,Veg,NutritionCF
Green Salad,45.0,3.0,7.0,0.0,Veg,NutritionCF
Green Papaya Salad,82.0,3.0,18.0,0.0,Veg,NutritionCF
Quinoa Soup,255.0,7.0,34.0,9.0,Veg,NutritionCF
Pasta Salad,29.0,0.0,5.0,0.0,Veg,NutritionCF
"Pomegranate, Avocado, Grapes & Zucchini Salad",167.0,4.0,18.0,7.0,Veg,NutritionCF
Quinoa And Chicken Salad,481.0,29.0,59.0,12.0,Non-veg,NutritionCF
Methi Matar Vegetable,210.0,11.0,20.0,7.0,Veg,NutritionCF
Mooli Methi Vegetable,196.0,10.0,16.0,7.0,Veg,NutritionCF
Palak Aloo Vegetable,246.0,12.0,30.0,7.0,Veg,NutritionCF
Mix Vegetable,99.0,2.0,7.0,5.0,Veg,NutritionCF
Dal Cheela,512.0,31.0,76.0,8.0,Veg,NutritionCF
Dhokla,209.0,10.0,31.0,4.0,Veg,NutritionCF
Seekh Kebab (Chicken),248.0,24.0,6.0,14.0,Non-veg,NutritionCF
Samakhia Rice,263.0,4.0,38.0,10.0,Veg,NutritionCF
Spring Roll,125.0,3.0,20.0,4.0,Veg,NutritionCF
Grilled Vegetables,18.0,1.0,2.0,0.0,Veg,NutritionCF
Grilled Fruits,52.0,0.0,13.0,0.0,Veg,NutritionCF
Amla Water,16.0,0.0,3.0,0.0,Veg,NutritionCF
Prune And Imlie (Tamarind) Water,44.0,0.0,10.0,0.0,Veg,NutritionCF
Imlie & Prune Water With Mishri,100.0,2.0,21.0,1.0,Veg,NutritionCF
Jau Roti (100%),79.0,3.0,15.0,0.0,Veg,NutritionCF
Kodo Millet Khichdi,253.0,6.0,43.0,6.0,Veg,NutritionCF
Chicken Curry,285.0,29.0,8.0,15.0,Non-veg,NutritionCF
Chicken Keema,249.0,26.0,8.0,13.0,Non-veg,NutritionCF
Chana Dal,251.0,14.0,31.0,7.0,Veg,NutritionCF
Rajma Sabji,269.0,15.0,41.0,5.0,Veg,NutritionCF
Lobia Sabji,115.0,4.0,14.0,4.0,Veg,NutritionCF
"Avocado, Cherry Tomato, Cucumber, Lettuce Leaves And Seeds Salad",393.0,12.0,13.0,31.0,Veg,NutritionCF
Baby Corn And Broccoli Salad,109.0,6.0,16.0,3.0,Veg,NutritionCF
Baby Tomato And Lettuce Salad,205.0,14.0,30.0,4.0,Veg,NutritionCF
Beans Salad,460.0,30.0,81.0,2.0,Veg,NutritionCF
Corn And Spinach Salad,124.0,5.0,21.0,2.0,Veg,NutritionCF
Corn And Avocado Salad,80.0,2.0,8.0,5.0,Veg,NutritionCF
"Cucumber, Onion And Tomato Salad",64.0,5.0,8.0,1.0,Veg,NutritionCF
Lettuce Leaves Salad,17.0,1.0,3.0,0.0,Veg,NutritionCF
Detox Salad,154.0,10.0,8.0,9.0,Veg,NutritionCF
Mint Salad,43.0,3.0,5.0,0.0,Veg,NutritionCF
Carrot Soup,107.0,5.0,18.0,1.0,Veg,NutritionCF
Peas Soup,133.0,9.0,17.0,3.0,Veg,NutritionCF
Tomato Soup,29.0,1.0,6.0,0.0,Veg,NutritionCF
Chicken Rice Soup,264.0,31.0,14.0,8.0,Non-veg,NutritionCF
Baingan Bharta,332.0,6.0,40.0,16.0,Veg,NutritionCF
Bharwa Baigan,214.0,2.0,10.0,17.0,Veg,NutritionCF
Bharwa Tinda,75.0,2.0,5.0,4.0,Veg,NutritionCF
Bhindi,243.0,8.0,28.0,10.0,Veg,NutritionCF
Green Beans Aloo,106.0,5.0,20.0,1.0,Veg,NutritionCF
Karela Vegetable,114.0,2.0,6.0,9.0,Veg,NutritionCF
Methi Vegetable,214.0,11.0,15.0,11.0,Veg,NutritionCF
Palak Vegetable,148.0,6.0,9.0,9.0,Veg,NutritionCF
Broccoli Vegetable,33.0,2.0,6.0,0.0,Veg,NutritionCF
Bell Peppers Vegetable,118.0,8.0,18.0,1.0,Veg,NutritionCF
Capsicum Vegetable,357.0,5.0,12.0,31.0,Veg,NutritionCF
Cabbage Matar Vegetable,332.0,20.0,49.0,5.0,Veg,NutritionCF
Aloo Gobhi Vegetable,89.0,2.0,8.0,5.0,Veg,NutritionCF
Aloo Matar Vegetable,180.0,9.0,24.0,6.0,Veg,NutritionCF
Aloo Matar Gravy,244.0,11.0,36.0,6.0,Veg,NutritionCF
Baked Broccoli (No White Sauce),643.0,6.0,23.0,58.0,Veg,NutritionCF
Baked Cauliflower (No White Sauce),74.0,2.0,3.0,5.0,Veg,NutritionCF
Baked Mix Vegetables (With Tomato Sauce),375.0,14.0,53.0,10.0,Veg,NutritionCF
Baingan Aloo Vegetable,232.0,4.0,27.0,10.0,Veg,NutritionCF
Baingan Matar Vegetable,237.0,8.0,23.0,10.0,Veg,NutritionCF
Chhoti Elaichi Water,0.0,0.0,0.0,0.0,Veg,NutritionCF
Cinnamon Water,0.0,0.0,0.0,0.0,Veg,NutritionCF
Khichdi (Basmati Rice),320.0,91.0,780.0,1.0,Veg,NutritionCF
Khichdi (Brown Rice),887.0,34.0,164.0,3.0,Veg,NutritionCF
Black Channa Rasedar,920.0,56.0,120.0,5.0,Veg,NutritionCF
Black Channa (Dry),882.0,55.0,111.0,5.0,Veg,NutritionCF
Dhaniya Chutney,43.0,4.0,4.0,1.0,Veg,NutritionCF
Green Chutney,60.0,6.0,5.0,1.0,Veg,NutritionCF
Overnight Soaked Oats,308.0,11.0,19.0,21.0,Veg,NutritionCF
Tomato Chutney,81.0,3.0,15.0,1.0,Veg,NutritionCF
Chickpea Curry,134.0,6.0,15.0,5.0,Veg,NutritionCF
Mix Vegetable Pulav,417.0,15.0,66.0,9.0,Veg,NutritionCF
Broccoli Salad,123.0,6.0,13.0,6.0,Veg,NutritionCF
Bajra Dosa,405.0,12.0,63.0,10.0,Veg,NutritionCF
Parwal Aloo Vegetable,425.0,10.0,50.0,19.0,Veg,NutritionCF
Pyaaz Sabzi,331.0,7.0,34.0,17.0,Veg,NutritionCF
Sarson Saag,374.0,16.0,33.0,18.0,Veg,NutritionCF
"Zucchini, Asparagus, And Bell Peppers",237.0,7.0,13.0,16.0,Veg,NutritionCF
Spring Onions With Bell Peppers,125.0,10.0,15.0,1.0,Veg,NutritionCF
Steamed Broccoli,180.0,11.0,28.0,3.0,Veg,NutritionCF
Stuffed Bell Peppers,573.0,22.0,66.0,22.0,Veg,NutritionCF
Stuffed Karela,476.0,11.0,27.0,36.0,Veg,NutritionCF
Turnip (Shalgum) Vegetable,344.0,6.0,34.0,20.0,Veg,NutritionCF
Pudina Chutney,41.0,3.0,3.0,0.0,Veg,NutritionCF
Upma,500.0,17.0,77.0,13.0,Veg,NutritionCF
Quinoa Chicken Soup,417.0,29.0,40.0,15.0,Non-veg,NutritionCF
Anjeer Water,0.0,0.0,0.0,0.0,Veg,NutritionCF
Dhaniya Ajwain Jaw Water,14.0,1.0,1.0,1.0,Veg,NutritionCF
Tinda Vegetable (Gravy),139.0,5.0,18.0,3.0,Veg,NutritionCF
Baba Ganoush With Falafel,110.0,3.0,6.0,8.0,Veg,NutritionCF
Gobhi Matar Vegetable,213.0,11.0,23.0,6.0,Veg,NutritionCF
Kashmiri Baingan,110.0,2.0,10.0,5.0,Veg,NutritionCF
Kashmiri Gobhi,245.0,6.0,14.0,16.0,Veg,NutritionCF
Kashmiri Palak,154.0,5.0,14.0,7.0,Veg,NutritionCF
Parwal,102.0,1.0,7.0,5.0,Veg,NutritionCF
Mushroom Vegetable,162.0,7.0,9.0,9.0,Veg,NutritionCF
Muli Saag,178.0,6.0,14.0,7.0,Veg,NutritionCF
Methi Aloo Vegetable,270.0,9.0,35.0,7.0,Veg,NutritionCF
Methi Gajar Vegetable,221.0,8.0,23.0,7.0,Veg,NutritionCF
Veg Entree (Grilled),122.0,7.0,17.0,0.0,Veg,NutritionCF
Tomato Rice (White Rice),530.0,12.0,101.0,6.0,Veg,NutritionCF
Moong Tikki,94.0,5.0,13.0,2.0,Veg,NutritionCF
Kari-Patta Water,21.0,0.0,0.0,0.0,Veg,NutritionCF
Dal Soup,48.0,2.0,6.0,1.0,Veg,NutritionCF
Pumpkin Vegetable,111.0,3.0,13.0,4.0,Veg,NutritionCF
Capsicum Potato Vegetable,126.0,1.0,14.0,5.0,Veg,NutritionCF
Cauliflower Vegetable,94.0,6.0,9.0,1.0,Veg,NutritionCF
Drumstick Curry,44.0,0.0,5.0,0.0,Veg,NutritionCF
Ganth Gobhi Vegetable (Lump Cabbage),92.0,2.0,6.0,5.0,Veg,NutritionCF
Dry Matar Vegetable,452.0,17.0,40.0,23.0,Veg,NutritionCF
Beetroot Salad,34.0,2.0,4.0,1.0,Veg,NutritionCF
Bellpepper Salad,153.0,11.0,17.0,3.0,Veg,NutritionCF
Fresh Fruit Salad,313.0,9.0,32.0,16.0,Veg,NutritionCF
Chicken Soup,386.0,39.0,10.0,20.0,Non-veg,NutritionCF
2 Pieces Stuffed Idli,386.0,14.0,73.0,4.0,Veg,NutritionCF
Haldi Water,4.0,0.0,1.0,0.0,Veg,NutritionCF
Honey Lemon Water,10.0,0.0,2.0,0.0,Veg,NutritionCF
Jeera Ajwain Water,35.0,1.0,1.0,1.0,Veg,NutritionCF
Grilled Chicken Salad,156.0,15.0,6.0,5.0,Non-veg,NutritionCF
Tandoori Chicken (2 Leg & 2 Breast),52.0,1.0,4.0,3.0,Non-veg,NutritionCF
Mixed Fresh Fruit Juice,82.0,1.0,19.0,1.0,Veg,NutritionCF
Shreded Chicken Dish,298.0,21.0,36.0,6.0,Non-veg,NutritionCF
Black Rice (Pulao),415.0,11.0,74.0,8.0,Veg,NutritionCF
Pulao,481.0,17.0,87.0,3.0,Veg,NutritionCF
Millets (Little) (Pulav),503.0,25.0,94.0,1.0,Veg,NutritionCF
Quinoa Khichdi,307.0,12.0,40.0,9.0,Veg,NutritionCF
Quinoa Pulao,411.0,17.0,61.0,8.0,Veg,NutritionCF
Ragi Dalia,411.0,7.0,52.0,19.0,Veg,NutritionCF
Cooked Arhar Dal,184.0,6.0,21.0,8.0,Veg,NutritionCF
Chicken Frittata,138.0,14.0,4.0,5.0,Non-veg,NutritionCF
Roasted Fish,41.0,5.0,1.0,2.0,Non-veg,NutritionCF
Masala Fish,114.0,8.0,6.0,7.0,Non-veg,NutritionCF
Ghiya Vegetable (Gravy),114.0,1.0,10.0,5.0,Veg,NutritionCF
Thai Salad With Coconut Lime Dressing,112.0,3.0,8.0,6.0,Veg,NutritionCF
Chicken Greek Salad,152.0,15.0,9.0,5.0,Non-veg,NutritionCF
Lettuce Avocado Salad,128.0,4.0,9.0,7.0,Veg,NutritionCF
Almond Coriander Soup,157.0,3.0,4.0,14.0,Veg,NutritionCF
Lemon Rice Soup,239.0,7.0,42.0,3.0,Veg,NutritionCF
Rice Flour Laddu,331.0,6.0,52.0,11.0,Veg,NutritionCF
Thekua,91.0,2.0,15.0,2.0,Veg,NutritionCF
Oats Milk,114.0,4.0,20.0,2.0,Veg,NutritionCF
Cooked Foxtail Millets,150.0,0.0,0.0,0.0,Veg,NutritionCF
Cooked Kuddo Millets,43.0,1.0,9.0,0.0,Veg,NutritionCF
Rice Noodles,59.0,1.0,6.0,3.0,Veg,NutritionCF
Millet Cheela,119.0,1.0,15.0,4.0,Veg,NutritionCF
